"stratum","ft_group","ecoregion","owner","treatment","period","age","AGB_tonac","AGB_MgHa","Vol_m3Ha","CarbonMgHa"
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",28,140,31.703,71.1,63.6,32
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",29,145,31.728,71.1,63.6,32
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",3,15,5.185,11.6,3.9,5.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",30,150,31.749,71.2,63.6,32
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",4,20,8.491,19,9,8.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",5,25,11.862,26.6,15.7,12
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",6,30,15.045,33.7,23,15.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",7,35,17.908,40.1,30.1,18
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",8,40,20.399,45.7,36.6,20.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",9,45,22.518,50.5,42.2,22.7
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",1,5,0.503,1.1,0.1,0.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",10,50,24.29,54.5,46.8,24.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",11,55,25.753,57.7,50.6,26
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",12,60,26.95,60.4,53.6,27.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",13,65,27.922,62.6,55.9,28.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",14,70,28.707,64.4,57.8,29
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",15,75,29.339,65.8,59.2,29.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",16,80,29.846,66.9,60.2,30.1
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",17,85,30.251,67.8,61.1,30.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",18,90,30.574,68.5,61.7,30.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",19,95,30.832,69.1,62.2,31.1
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",2,10,11.566,25.9,14.1,11.7
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",20,100,45.595,102.2,111.4,46
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",21,105,46.728,104.8,115.5,47.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",22,110,47.819,107.2,119.6,48.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",23,115,48.871,109.6,123.6,49.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",24,120,49.886,111.8,127.5,50.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",25,125,50.865,114,131.3,51.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",26,130,51.811,116.1,135,52.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",27,135,52.725,118.2,138.6,53.2
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",28,140,53.608,120.2,142.1,54.1
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",29,145,54.462,122.1,145.6,54.9
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",3,15,14.974,33.6,20.8,15.1
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",30,150,55.289,123.9,148.9,55.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",4,20,17.944,40.2,27.3,18.1
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",5,25,20.61,46.2,33.6,20.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",6,30,23.048,51.7,39.8,23.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",7,35,25.301,56.7,45.8,25.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",8,40,27.402,61.4,51.7,27.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",9,45,29.373,65.8,57.4,29.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",1,5,7.395,16.6,7.2,7.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",10,50,31.231,70,62.9,31.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",11,55,32.989,74,68.3,33.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",12,60,34.658,77.7,73.6,35
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",13,65,36.246,81.3,78.8,36.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",14,70,37.761,84.6,83.8,38.1
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",15,75,39.208,87.9,88.7,39.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",16,80,40.593,91,93.4,41
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",17,85,41.921,94,98.1,42.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",18,90,43.195,96.8,102.6,43.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","untreated",19,95,44.418,99.6,107,44.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",2,10,1.192,2.7,0.4,1.2
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",20,100,18.606,41.7,26.2,18.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",21,105,19.544,43.8,28.2,19.7
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",22,110,20.469,45.9,30.3,20.7
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",23,115,21.381,47.9,32.3,21.6
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",24,120,22.279,49.9,34.4,22.5
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",25,125,23.164,51.9,36.6,23.4
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",26,130,24.034,53.9,38.7,24.3
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",27,135,24.891,55.8,40.8,25.1
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",28,140,25.733,57.7,42.9,26
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",29,145,26.561,59.5,45.1,26.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",3,15,2,4.5,0.9,2
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",30,150,27.375,61.4,47.2,27.6
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",4,20,2.874,6.4,1.5,2.9
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",5,25,3.793,8.5,2.3,3.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",6,30,4.744,10.6,3.2,4.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",7,35,5.719,12.8,4.3,5.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",8,40,6.71,15,5.5,6.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",9,45,7.712,17.3,6.8,7.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",1,5,0.487,1.1,0.1,0.5
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",10,50,8.72,19.5,8.2,8.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",11,55,9.731,21.8,9.7,9.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",12,60,10.741,24.1,11.3,10.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",13,65,11.75,26.3,13,11.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",14,70,12.754,28.6,14.7,12.9
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",15,75,13.752,30.8,16.5,13.9
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",16,80,14.742,33,18.3,14.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",17,85,15.724,35.2,20.2,15.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",18,90,16.696,37.4,22.2,16.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","harvested",19,95,17.657,39.6,24.1,17.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",2,10,3.358,7.5,3.1,3.4
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",20,100,59.289,132.9,149.6,59.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",21,105,59.969,134.4,152.6,60.5
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",22,110,60.541,135.7,155.2,61.1
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",23,115,61.021,136.8,157.4,61.6
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",24,120,61.424,137.7,159.3,62
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",25,125,61.762,138.5,161,62.3
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",26,130,62.046,139.1,162.4,62.6
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",27,135,62.283,139.6,163.6,62.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",28,140,62.482,140.1,164.6,63
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",29,145,62.648,140.4,165.5,63.2
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",3,15,7.406,16.6,8.7,7.5
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",30,150,62.787,140.7,166.3,63.3
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",4,20,12.313,27.6,16.8,12.4
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",5,25,17.587,39.4,26.8,17.7
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",6,30,22.87,51.3,38.1,23.1
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",7,35,27.928,62.6,50,28.2
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",8,40,32.621,73.1,61.9,32.9
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",9,45,36.878,82.7,73.4,37.2
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",1,5,0.757,1.7,0.5,0.8
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",10,50,40.675,91.2,84.3,41
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",11,55,44.018,98.7,94.5,44.4
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",12,60,46.932,105.2,103.8,47.3
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",13,65,49.453,110.9,112.3,49.9
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",14,70,51.619,115.7,119.8,52.1
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",15,75,53.472,119.9,126.5,54
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",16,80,55.05,123.4,132.4,55.5
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",17,85,56.389,126.4,137.6,56.9
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",18,90,57.524,129,142.2,58.1
"Northern hardwood_ME_APH_NIPF","Northern hardwood","ME_APH","NIPF","untreated",19,95,58.482,131.1,146.2,59
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",2,10,8.391,18.8,4.7,8.5
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",20,100,50.433,113.1,125.8,50.9
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",21,105,51.624,115.7,129.9,52.1
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",22,110,52.74,118.2,133.6,53.2
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",23,115,53.786,120.6,137.1,54.3
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",24,120,54.766,122.8,140.3,55.3
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",25,125,55.684,124.8,143.3,56.2
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",26,130,56.544,126.8,146,57.1
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",27,135,57.35,128.6,148.5,57.9
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",28,140,58.105,130.3,150.7,58.6
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",29,145,58.812,131.8,152.8,59.3
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",3,15,12.216,27.4,9.8,12.3
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",30,150,59.475,133.3,154.7,60
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",4,20,15.804,35.4,16.3,15.9
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",5,25,19.17,43,23.6,19.4
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",6,30,22.326,50,31.5,22.5
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",7,35,25.285,56.7,39.7,25.5
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",8,40,28.058,62.9,48,28.3
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",9,45,30.658,68.7,56.2,30.9
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",1,5,4.318,9.7,1.2,4.4
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",10,50,33.094,74.2,64.3,33.4
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",11,55,35.377,79.3,72.1,35.7
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",12,60,37.517,84.1,79.6,37.8
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",13,65,39.522,88.6,86.7,39.9
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",14,70,41.4,92.8,93.5,41.8
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",15,75,43.161,96.8,99.8,43.6
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",16,80,44.811,100.5,105.8,45.2
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",17,85,46.356,103.9,111.3,46.8
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",18,90,47.805,107.2,116.5,48.2
"Northern hardwood_ME_APH_Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",19,95,49.162,110.2,121.3,49.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",2,10,0.089,0.2,0,0.1
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",20,100,23.163,51.9,70.1,23.4
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",21,105,24.922,55.9,76.2,25.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",22,110,26.651,59.7,82.1,26.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",23,115,28.346,63.5,87.9,28.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",24,120,30,67.3,93.5,30.3
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",25,125,31.61,70.9,98.9,31.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",26,130,33.172,74.4,104.1,33.5
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",27,135,34.684,77.8,109.1,35
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",28,140,36.144,81,113.8,36.5
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",29,145,37.551,84.2,118.4,37.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",3,15,0.283,0.6,0.2,0.3
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",30,150,38.903,87.2,122.7,39.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",4,20,0.629,1.4,0.7,0.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",5,25,1.144,2.6,1.5,1.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",6,30,1.834,4.1,2.8,1.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",7,35,2.699,6.1,4.7,2.7
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",8,40,3.728,8.4,7.2,3.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",9,45,4.909,11,10.4,5
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",1,5,0.011,0,0,0
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",10,50,6.226,14,14.1,6.3
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",11,55,7.661,17.2,18.3,7.7
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",12,60,9.198,20.6,23.1,9.3
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",13,65,10.817,24.2,28.2,10.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",14,70,12.502,28,33.7,12.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",15,75,14.236,31.9,39.5,14.4
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",16,80,16.005,35.9,45.5,16.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",17,85,17.794,39.9,51.6,18
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",18,90,19.59,43.9,57.8,19.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",19,95,21.383,47.9,64,21.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",2,10,5.818,13,9.2,5.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",20,100,53.69,120.4,134.4,54.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",21,105,54.705,122.6,138.2,55.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",22,110,55.618,124.7,141.8,56.1
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",23,115,56.439,126.5,145.1,56.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",24,120,57.176,128.2,148.2,57.7
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",25,125,57.839,129.7,151,58.4
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",26,130,58.433,131,153.6,59
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",27,135,58.966,132.2,156,59.5
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",28,140,59.445,133.3,158.2,60
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",29,145,59.874,134.2,160.2,60.4
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",3,15,9.82,22,16.6,9.9
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",30,150,60.258,135.1,162.1,60.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",4,20,13.935,31.2,24.9,14
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",5,25,17.992,40.3,33.6,18.1
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",6,30,21.897,49.1,42.4,22.1
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",7,35,25.595,57.4,51.2,25.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",8,40,29.059,65.1,59.8,29.3
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",9,45,32.276,72.4,68.1,32.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",1,5,2.252,5,3.1,2.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",10,50,35.245,79,76.1,35.6
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",11,55,37.972,85.1,83.7,38.3
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",12,60,40.466,90.7,90.9,40.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",13,65,42.741,95.8,97.6,43.1
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",14,70,44.809,100.4,104,45.2
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",15,75,46.686,104.7,110,47.1
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",16,80,48.386,108.5,115.6,48.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",17,85,49.923,111.9,120.8,50.4
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",18,90,51.31,115,125.7,51.8
"Northern hardwood_ME_NCZ_Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",19,95,52.562,117.8,130.2,53
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",2,10,1.253,2.8,0.3,1.3
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",20,100,49.689,111.4,122.2,50.1
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",21,105,50.779,113.8,125.1,51.2
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",22,110,51.733,116,127.6,52.2
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",23,115,52.568,117.8,129.7,53
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",24,120,53.297,119.5,131.5,53.8
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",25,125,53.933,120.9,132.9,54.4
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",26,130,54.486,122.1,134.2,54.9
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",27,135,54.967,123.2,135.3,55.4
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",28,140,55.386,124.2,136.2,55.9
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",29,145,55.749,125,136.9,56.2
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",3,15,3.205,7.2,1.7,3.2
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",30,150,56.065,125.7,137.5,56.6
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",4,20,5.934,13.3,4.9,6
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",5,25,9.224,20.7,10.2,9.3
"Northern hardwood_ME_NCZ_NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",6,30,12.858,28.8,17.4,13
